Date,Price,Open,High,Low,Vol.,Change %,ISIN
10/01/2023,36.13,37.07,37.97,34.86,1.43M,-2.47%,DE000A0H08M3
09/01/2023,37.04,35.47,37.85,35.41,922.40K,5.84%,DE000A0H08M3
08/01/2023,35.0,34.65,35.26,33.24,1.03M,1.48%,DE000A0H08M3
07/01/2023,34.49,33.81,34.88,32.6,986.77K,2.86%,DE000A0H08M3
06/01/2023,33.53,32.98,34.71,32.65,784.26K,2.44%,DE000A0H08M3
05/01/2023,32.73,34.79,34.91,32.46,1.84M,-6.86%,DE000A0H08M3
04/01/2023,35.14,35.74,36.13,34.05,593.72K,2.11%,DE000A0H08M3
03/01/2023,34.42,36.94,37.26,31.98,2.24M,-6.26%,DE000A0H08M3
02/01/2023,36.72,35.29,37.6,34.12,6.57M,4.72%,DE000A0H08M3
01/01/2023,35.06,35.65,36.55,34.47,2.87M,-0.62%,DE000A0H08M3
12/01/2022,35.28,36.85,36.87,34.22,1.05M,-4.42%,DE000A0H08M3
11/01/2022,36.91,35.23,36.99,34.01,2.43M,6.26%,DE000A0H08M3
10/01/2022,34.74,31.77,35.01,31.77,928.57K,9.61%,DE000A0H08M3
09/01/2022,31.69,33.87,35.33,30.47,1.86M,-6.79%,DE000A0H08M3
08/01/2022,34.0,33.13,36.12,32.08,1.31M,2.53%,DE000A0H08M3
07/01/2022,33.16,31.6,33.3,29.67,2.01M,4.34%,DE000A0H08M3
06/01/2022,31.78,35.74,36.81,30.74,2.63M,-11.17%,DE000A0H08M3
05/01/2022,35.78,32.19,36.28,31.67,2.41M,9.34%,DE000A0H08M3
04/01/2022,32.72,32.14,34.19,31.17,1.72M,1.39%,DE000A0H08M3
03/01/2022,32.27,30.95,32.76,29.53,5.08M,4.42%,DE000A0H08M3
02/01/2022,30.91,30.82,31.94,29.72,3.31M,1.16%,DE000A0H08M3
01/01/2022,30.55,28.28,31.53,28.28,2.33M,7.36%,DE000A0H08M3
12/01/2021,28.45,27.59,28.94,26.82,1.92M,5.19%,DE000A0H08M3
11/01/2021,27.05,29.4,29.78,26.61,2.84M,-7.85%,DE000A0H08M3
10/01/2021,29.35,28.11,30.5,28.11,3.06M,2.75%,DE000A0H08M3
09/01/2021,28.57,25.96,28.77,25.5,4.41M,10.76%,DE000A0H08M3
08/01/2021,25.8,25.32,26.39,24.9,4.13M,2.59%,DE000A0H08M3
07/01/2021,25.15,26.75,27.31,23.74,1.95M,-5.40%,DE000A0H08M3
06/01/2021,26.58,26.13,27.65,25.95,1.59M,2.76%,DE000A0H08M3
05/01/2021,25.86,25.48,26.91,25.26,3.38M,1.77%,DE000A0H08M3
04/01/2021,25.42,26.54,26.72,24.97,1.92M,-4.38%,DE000A0H08M3
03/01/2021,26.58,26.02,27.85,25.44,4.01M,3.61%,DE000A0H08M3
02/01/2021,25.66,24.24,26.6,23.74,3.55M,6.43%,DE000A0H08M3
01/01/2021,24.1,24.49,26.72,23.94,3.43M,-0.72%,DE000A0H08M3
12/01/2020,24.28,23.18,24.75,22.64,2.85M,4.61%,DE000A0H08M3
11/01/2020,23.21,17.63,24.72,17.57,3.55M,31.35%,DE000A0H08M3
10/01/2020,17.67,19.39,19.87,16.93,2.85M,-7.82%,DE000A0H08M3
09/01/2020,19.17,21.1,21.33,18.88,2.39M,-9.10%,DE000A0H08M3
08/01/2020,21.09,20.35,22.41,20.19,1.36M,4.38%,DE000A0H08M3
07/01/2020,20.2,21.69,22.63,20.2,1.63M,-6.63%,DE000A0H08M3
06/01/2020,21.64,22.19,25.14,21.45,3.00M,0.72%,DE000A0H08M3
05/01/2020,21.49,20.36,22.31,19.6,4.23M,0.75%,DE000A0H08M3
04/01/2020,21.33,21.37,23.73,19.3,6.20M,-3.18%,DE000A0H08M3
03/01/2020,22.02,26.59,27.25,14.9,6.77M,-15.61%,DE000A0H08M3
02/01/2020,26.1,29.66,31.19,25.6,3.54M,-12.36%,DE000A0H08M3
01/01/2020,29.78,32.78,33.76,29.67,1.92M,-8.90%,DE000A0H08M3
12/01/2019,32.69,32.08,33.08,31.05,1.28M,2.67%,DE000A0H08M3
11/01/2019,31.84,31.77,33.33,31.72,1.33M,0.55%,DE000A0H08M3
10/01/2019,31.67,32.46,32.62,30.75,2.18M,-2.25%,DE000A0H08M3
09/01/2019,32.4,30.57,32.92,30.1,1.92M,6.07%,DE000A0H08M3
08/01/2019,30.54,32.11,32.11,28.99,1.33M,-5.73%,DE000A0H08M3
07/01/2019,32.4,33.8,34.0,32.17,929.61K,-2.81%,DE000A0H08M3
06/01/2019,33.33,31.58,33.76,31.51,1.90M,4.22%,DE000A0H08M3
05/01/2019,31.98,33.9,34.09,31.64,1.64M,-5.91%,DE000A0H08M3
04/01/2019,33.99,34.49,35.51,33.54,1.81M,-0.61%,DE000A0H08M3
03/01/2019,34.2,33.85,35.15,33.19,1.20M,2.14%,DE000A0H08M3
02/01/2019,33.49,32.33,33.81,32.15,1.23M,3.09%,DE000A0H08M3
01/01/2019,32.48,29.9,32.53,29.89,1.07M,6.23%,DE000A0H08M3
12/01/2018,30.58,33.17,33.37,29.63,793.52K,-5.71%,DE000A0H08M3
11/01/2018,32.42,33.9,34.42,31.39,1.76M,-5.13%,DE000A0H08M3
10/01/2018,34.18,36.9,37.31,32.4,3.68M,-6.96%,DE000A0H08M3
09/01/2018,36.74,34.79,37.01,33.54,1.35M,5.12%,DE000A0H08M3
08/01/2018,34.94,35.61,35.98,33.86,1.44M,-2.40%,DE000A0H08M3
07/01/2018,35.81,34.71,36.45,34.35,2.08M,1.76%,DE000A0H08M3
06/01/2018,35.19,35.13,35.6,34.1,2.53M,0.77%,DE000A0H08M3
05/01/2018,34.92,33.92,36.68,33.27,5.80M,2.89%,DE000A0H08M3
04/01/2018,33.94,30.4,33.94,30.25,3.46M,11.37%,DE000A0H08M3
03/01/2018,30.47,30.58,30.76,29.61,3.32M,-0.91%,DE000A0H08M3
02/01/2018,30.75,32.03,32.22,29.52,3.61M,-3.45%,DE000A0H08M3
01/01/2018,31.85,31.5,33.28,31.5,3.30M,0.19%,DE000A0H08M3
12/01/2017,31.79,31.26,32.06,30.97,3.17M,2.09%,DE000A0H08M3
11/01/2017,31.14,32.13,32.91,30.4,3.45M,-1.77%,DE000A0H08M3
10/01/2017,31.7,30.92,31.7,30.34,1.69M,2.76%,DE000A0H08M3
09/01/2017,30.85,28.64,30.9,28.57,2.43M,8.09%,DE000A0H08M3
08/01/2017,28.54,29.13,29.52,27.8,1.81M,-1.28%,DE000A0H08M3
07/01/2017,28.91,29.3,29.57,28.29,1.93M,-0.24%,DE000A0H08M3
06/01/2017,28.98,30.79,30.8,28.87,2.92M,-5.39%,DE000A0H08M3
05/01/2017,30.63,30.83,32.14,30.24,2.14M,-0.07%,DE000A0H08M3
04/01/2017,30.65,31.92,32.84,30.48,1.97M,-3.86%,DE000A0H08M3
03/01/2017,31.88,31.34,31.88,30.36,1.94M,2.61%,DE000A0H08M3
02/01/2017,31.07,31.27,31.8,30.37,1.48M,0.42%,DE000A0H08M3
01/01/2017,30.94,32.91,33.7,30.94,2.34M,-5.81%,DE000A0H08M3
12/01/2016,32.85,30.34,32.92,30.0,1.76M,9.61%,DE000A0H08M3
11/01/2016,29.97,29.25,30.2,27.59,2.75M,2.46%,DE000A0H08M3
10/01/2016,29.25,29.03,30.19,29.0,2.71M,1.28%,DE000A0H08M3
09/01/2016,28.88,28.6,29.64,27.3,1.87M,1.30%,DE000A0H08M3
08/01/2016,28.51,28.27,29.0,26.9,759.55K,1.86%,DE000A0H08M3
07/01/2016,27.99,29.46,30.12,27.7,1.45M,-4.18%,DE000A0H08M3
06/01/2016,29.21,27.78,29.27,26.3,1.37M,4.85%,DE000A0H08M3
05/01/2016,27.86,28.24,28.53,26.74,1.90M,-1.03%,DE000A0H08M3
04/01/2016,28.15,26.01,28.74,24.95,2.97M,6.55%,DE000A0H08M3
03/01/2016,26.42,26.44,27.77,26.0,7.66M,0.38%,DE000A0H08M3
02/01/2016,26.32,25.98,26.39,22.54,5.67M,1.74%,DE000A0H08M3
01/01/2016,25.87,26.57,26.67,22.39,3.14M,-4.11%,DE000A0H08M3
12/01/2015,26.98,29.82,29.87,25.38,3.68M,-9.19%,DE000A0H08M3
11/01/2015,29.71,28.38,30.5,27.67,2.16M,4.03%,DE000A0H08M3
10/01/2015,28.56,26.37,30.13,26.21,1.50M,10.44%,DE000A0H08M3
09/01/2015,25.86,27.4,27.93,24.75,1.03M,-5.03%,DE000A0H08M3
08/01/2015,27.23,30.64,31.04,24.44,2.37M,-11.22%,DE000A0H08M3
07/01/2015,30.67,31.55,31.85,29.25,1.68M,-1.38%,DE000A0H08M3
06/01/2015,31.1,33.11,33.22,31.03,1.44M,-5.44%,DE000A0H08M3
05/01/2015,32.89,33.6,34.25,32.72,4.13M,-2.37%,DE000A0H08M3
04/01/2015,33.69,30.9,34.72,30.9,1.65M,8.54%,DE000A0H08M3
03/01/2015,31.04,32.34,32.37,29.79,2.99M,-4.26%,DE000A0H08M3
02/01/2015,32.42,29.83,32.5,29.7,2.48M,10.50%,DE000A0H08M3
01/01/2015,29.34,29.4,30.88,26.8,4.45M,1.31%,DE000A0H08M3
12/01/2014,28.96,29.25,30.86,25.8,2.98M,-3.53%,DE000A0H08M3
11/01/2014,30.02,32.39,33.14,29.51,656.56K,-6.77%,DE000A0H08M3
10/01/2014,32.2,35.33,35.33,29.13,2.88M,-9.63%,DE000A0H08M3
09/01/2014,35.63,36.11,36.74,34.83,601.61K,-1.06%,DE000A0H08M3
08/01/2014,36.01,35.45,36.07,34.48,440.77K,1.55%,DE000A0H08M3
07/01/2014,35.46,37.97,38.5,35.38,583.28K,-6.22%,DE000A0H08M3
06/01/2014,37.81,36.8,38.81,36.41,650.86K,3.22%,DE000A0H08M3
05/01/2014,36.63,36.01,37.14,35.74,884.48K,1.98%,DE000A0H08M3
04/01/2014,35.92,34.03,36.11,33.8,1.71M,5.87%,DE000A0H08M3
03/01/2014,33.93,33.79,34.24,32.68,446.63K,-0.47%,DE000A0H08M3
02/01/2014,34.09,32.04,34.2,31.31,1.42M,6.73%,DE000A0H08M3
01/01/2014,31.94,33.95,34.4,31.73,736.01K,-5.67%,DE000A0H08M3
12/01/2013,33.86,33.83,33.96,31.96,473.16K,0.77%,DE000A0H08M3
11/01/2013,33.6,34.0,34.5,33.51,1.12M,-1.18%,DE000A0H08M3
10/01/2013,34.0,32.65,34.3,32.14,514.69K,4.01%,DE000A0H08M3
09/01/2013,32.69,32.56,33.47,32.56,516.93K,0.31%,DE000A0H08M3
08/01/2013,32.59,31.86,33.18,31.44,430.67K,2.29%,DE000A0H08M3
07/01/2013,31.86,31.28,32.74,30.89,415.99K,2.61%,DE000A0H08M3
06/01/2013,31.05,32.83,33.09,30.5,402.14K,-5.99%,DE000A0H08M3
05/01/2013,33.03,32.35,33.92,32.3,741.85K,2.42%,DE000A0H08M3
04/01/2013,32.25,32.76,33.12,30.4,223.99K,-1.56%,DE000A0H08M3
03/01/2013,32.76,32.34,33.19,31.97,305.20K,1.39%,DE000A0H08M3
02/01/2013,32.31,33.18,33.33,31.74,385.65K,-2.83%,DE000A0H08M3
01/01/2013,33.25,33.35,34.23,33.25,872.30K,0.70%,DE000A0H08M3
12/01/2012,33.02,33.43,33.52,32.86,785.75K,-0.72%,DE000A0H08M3
11/01/2012,33.26,33.92,34.35,32.2,374.61K,-2.00%,DE000A0H08M3
10/01/2012,33.94,34.77,35.22,33.7,275.36K,-2.25%,DE000A0H08M3
09/01/2012,34.72,34.87,36.24,34.36,284.99K,-1.11%,DE000A0H08M3
08/01/2012,35.11,33.97,36.15,33.85,314.29K,3.30%,DE000A0H08M3
07/01/2012,33.99,32.97,34.61,32.58,161.99K,3.94%,DE000A0H08M3
06/01/2012,32.7,31.48,32.7,30.16,618.12K,5.08%,DE000A0H08M3
05/01/2012,31.12,34.0,34.0,30.58,870.89K,-8.25%,DE000A0H08M3
04/01/2012,33.92,35.06,35.67,32.54,482.52K,-2.84%,DE000A0H08M3
03/01/2012,34.91,36.36,36.87,34.42,525.88K,-3.67%,DE000A0H08M3
02/01/2012,36.24,35.08,36.57,34.76,495.57K,4.53%,DE000A0H08M3
01/01/2012,34.67,34.48,36.12,33.95,541.10K,0.81%,DE000A0H08M3
12/01/2011,34.39,33.16,34.39,32.42,202.57K,3.52%,DE000A0H08M3
11/01/2011,33.22,31.93,33.6,30.26,1.46M,1.28%,DE000A0H08M3
10/01/2011,32.8,28.25,33.85,27.62,1.21M,13.57%,DE000A0H08M3
09/01/2011,28.88,29.71,30.05,26.84,394.95K,-2.66%,DE000A0H08M3
08/01/2011,29.67,33.24,33.33,26.43,673.48K,-9.90%,DE000A0H08M3
07/01/2011,32.93,33.12,34.0,32.57,297.87K,-0.69%,DE000A0H08M3
06/01/2011,33.16,33.26,33.26,31.56,459.02K,-1.04%,DE000A0H08M3
05/01/2011,33.51,35.5,35.5,32.76,882.29K,-4.83%,DE000A0H08M3
04/01/2011,35.21,35.62,36.27,33.87,1.07M,0.00%,DE000A0H08M3
03/01/2011,35.21,36.62,36.76,33.06,1.01M,-3.35%,DE000A0H08M3
02/01/2011,36.43,35.32,36.56,35.2,796.86K,4.15%,DE000A0H08M3
01/01/2011,34.98,33.95,35.87,33.94,872.43K,3.77%,DE000A0H08M3
12/01/2010,33.71,30.98,34.11,30.98,533.60K,9.52%,DE000A0H08M3
11/01/2010,30.78,30.99,32.39,30.64,394.11K,0.00%,DE000A0H08M3
10/01/2010,30.78,30.42,30.98,30.08,375.62K,2.29%,DE000A0H08M3
09/01/2010,30.09,28.92,30.64,28.63,353.10K,4.66%,DE000A0H08M3
08/01/2010,28.75,29.56,30.98,28.33,534.06K,-2.41%,DE000A0H08M3
07/01/2010,29.46,27.77,30.75,27.45,1.06M,4.99%,DE000A0H08M3
06/01/2010,28.06,30.16,31.58,27.93,1.48M,-7.94%,DE000A0H08M3
05/01/2010,30.48,33.64,33.75,29.24,1.02M,-9.69%,DE000A0H08M3
04/01/2010,33.75,34.0,35.71,33.33,812.17K,-0.27%,DE000A0H08M3
03/01/2010,33.84,31.91,34.17,31.84,628.55K,6.68%,DE000A0H08M3
02/01/2010,31.72,32.23,32.92,30.65,1.30M,-2.19%,DE000A0H08M3
01/01/2010,32.43,33.82,35.28,32.1,1.27M,-3.02%,DE000A0H08M3
12/01/2009,33.44,31.8,33.8,31.69,581.66K,5.89%,DE000A0H08M3
11/01/2009,31.58,31.29,33.34,31.09,724.65K,0.99%,DE000A0H08M3
10/01/2009,31.27,30.9,32.84,29.74,1.15M,1.16%,DE000A0H08M3
09/01/2009,30.91,30.42,31.94,29.47,974.84K,2.49%,DE000A0H08M3
08/01/2009,30.16,29.27,30.89,28.72,574.86K,3.54%,DE000A0H08M3
07/01/2009,29.13,29.74,30.37,27.36,713.33K,-0.48%,DE000A0H08M3
06/01/2009,29.27,31.35,32.26,28.56,1.23M,-5.03%,DE000A0H08M3
05/01/2009,30.82,28.43,31.04,28.43,1.39M,8.83%,DE000A0H08M3
04/01/2009,28.32,25.95,28.5,25.57,626.21K,9.56%,DE000A0H08M3
03/01/2009,25.85,25.64,27.14,23.89,479.32K,-0.65%,DE000A0H08M3
02/01/2009,26.02,27.01,29.48,25.67,407.14K,-6.13%,DE000A0H08M3
01/01/2009,27.72,27.77,30.45,25.22,816.37K,2.33%,DE000A0H08M3
12/01/2008,27.09,30.03,30.03,25.8,1.29M,-9.03%,DE000A0H08M3
11/01/2008,29.78,31.34,32.36,25.59,653.23K,-1.88%,DE000A0H08M3
10/01/2008,30.35,32.84,32.86,24.0,683.18K,-6.90%,DE000A0H08M3
09/01/2008,32.6,38.1,38.1,31.01,780.65K,-14.37%,DE000A0H08M3
08/01/2008,38.07,36.92,38.17,35.41,754.57K,1.30%,DE000A0H08M3
07/01/2008,37.58,42.57,42.65,35.92,981.62K,-12.42%,DE000A0H08M3
06/01/2008,42.91,44.81,44.81,41.2,477.77K,-4.39%,DE000A0H08M3
05/01/2008,44.88,42.5,46.67,42.5,338.78K,5.58%,DE000A0H08M3
04/01/2008,42.51,37.13,43.19,36.98,837.90K,13.78%,DE000A0H08M3
03/01/2008,37.36,39.58,39.96,36.03,348.39K,-7.91%,DE000A0H08M3
02/01/2008,40.57,38.78,41.41,37.91,931.77K,7.24%,DE000A0H08M3
01/01/2008,37.83,44.57,45.91,36.1,647.29K,-15.78%,DE000A0H08M3
12/01/2007,44.92,43.76,44.87,43.15,179.04K,3.03%,DE000A0H08M3
11/01/2007,43.6,45.72,45.96,41.97,571.79K,-4.22%,DE000A0H08M3
10/01/2007,45.52,43.7,46.15,42.78,613.96K,3.86%,DE000A0H08M3
09/01/2007,43.83,43.01,45.27,42.46,527.61K,2.05%,DE000A0H08M3
08/01/2007,42.95,43.2,44.1,39.0,1.29M,-2.63%,DE000A0H08M3
07/01/2007,44.11,47.12,48.54,43.12,1.01M,-5.34%,DE000A0H08M3
06/01/2007,46.6,43.7,46.74,43.28,958.43K,6.81%,DE000A0H08M3
05/01/2007,43.63,41.47,44.45,41.37,873.26K,4.55%,DE000A0H08M3
04/01/2007,41.73,41.01,42.4,40.51,410.54K,2.05%,DE000A0H08M3
03/01/2007,40.89,39.33,41.3,37.68,860.49K,3.18%,DE000A0H08M3
02/01/2007,39.63,40.65,41.34,39.3,861.91K,-2.05%,DE000A0H08M3
01/01/2007,40.46,42.07,42.29,39.08,1.59M,-3.37%,DE000A0H08M3
12/01/2006,41.87,41.52,42.89,40.73,1.06M,0.99%,DE000A0H08M3
11/01/2006,41.46,40.94,42.89,40.61,863.32K,1.02%,DE000A0H08M3
10/01/2006,41.04,39.7,42.1,38.28,809.32K,3.56%,DE000A0H08M3
09/01/2006,39.63,40.95,41.1,37.9,710.26K,-2.75%,DE000A0H08M3
08/01/2006,40.75,42.05,42.26,40.68,272.53K,-2.63%,DE000A0H08M3
07/01/2006,41.85,41.53,42.56,40.04,291.65K,1.14%,DE000A0H08M3
06/01/2006,41.38,41.26,41.7,38.1,992.84K,0.44%,DE000A0H08M3
05/01/2006,41.2,44.22,44.79,39.37,637.93K,-4.85%,DE000A0H08M3
04/01/2006,43.3,42.54,45.88,42.11,910.84K,2.12%,DE000A0H08M3
03/01/2006,42.4,41.16,42.95,40.62,957.36K,2.79%,DE000A0H08M3
02/01/2006,41.25,43.57,43.72,40.9,933.12K,-5.39%,DE000A0H08M3
01/01/2006,43.6,40.53,44.34,40.04,1.46M,8.76%,DE000A0H08M3
12/01/2005,40.09,41.03,42.27,39.9,346.15K,-1.18%,DE000A0H08M3
11/01/2005,40.57,39.04,42.14,39.04,663.30K,2.11%,DE000A0H08M3
10/01/2005,39.73,42.5,43.0,37.84,1.61M,-6.96%,DE000A0H08M3
09/01/2005,42.7,40.5,43.16,40.2,1.01M,6.48%,DE000A0H08M3
08/01/2005,40.1,38.99,41.1,38.82,558.06K,2.93%,DE000A0H08M3
07/01/2005,38.96,38.73,40.81,37.65,1.45M,0.93%,DE000A0H08M3
06/01/2005,38.6,35.87,39.42,35.67,542.27K,9.04%,DE000A0H08M3
05/01/2005,35.4,33.98,35.79,33.44,192.30K,4.00%,DE000A0H08M3
04/01/2005,34.04,34.56,35.71,31.0,375.90K,-1.28%,DE000A0H08M3
03/01/2005,34.48,34.98,35.98,34.1,365.96K,-1.32%,DE000A0H08M3
02/01/2005,34.94,32.41,35.2,32.41,680.27K,8.85%,DE000A0H08M3
01/01/2005,32.1,30.88,32.57,30.55,333.21K,3.92%,DE000A0H08M3
12/01/2004,30.89,32.02,32.12,30.69,406.72K,-3.07%,DE000A0H08M3
11/01/2004,31.87,31.44,32.18,31.37,235.33K,2.51%,DE000A0H08M3
10/01/2004,31.09,31.07,32.55,30.89,435.84K,-0.19%,DE000A0H08M3
09/01/2004,31.15,30.57,32.16,30.57,343.88K,3.11%,DE000A0H08M3
08/01/2004,30.21,30.8,31.26,29.53,602.88K,-1.63%,DE000A0H08M3
07/01/2004,30.71,30.88,31.15,29.49,236.56K,0.00%,DE000A0H08M3
06/01/2004,30.71,30.28,31.76,30.16,394.36K,2.37%,DE000A0H08M3
05/01/2004,30.0,29.96,30.78,29.27,581.08K,0.84%,DE000A0H08M3
04/01/2004,29.75,28.44,30.79,28.07,432.90K,4.79%,DE000A0H08M3
03/01/2004,28.39,27.8,28.88,27.4,494.82K,1.47%,DE000A0H08M3
02/01/2004,27.98,26.7,28.09,25.97,180.94K,4.25%,DE000A0H08M3
01/01/2004,26.84,27.91,28.15,26.26,234.87K,-3.38%,DE000A0H08M3
12/01/2003,27.78,25.71,27.83,25.71,519.48K,9.28%,DE000A0H08M3
11/01/2003,25.42,25.73,26.29,25.05,120.66K,-0.59%,DE000A0H08M3
10/01/2003,25.57,25.15,26.8,25.15,57.07K,2.77%,DE000A0H08M3
09/01/2003,24.88,27.0,27.73,24.88,39.74K,-7.23%,DE000A0H08M3
08/01/2003,26.82,25.19,27.44,24.88,103.74K,6.01%,DE000A0H08M3
07/01/2003,25.3,26.42,26.66,25.04,70.68K,-5.07%,DE000A0H08M3
06/01/2003,26.65,25.5,27.57,25.5,110.82K,3.25%,DE000A0H08M3
05/01/2003,25.81,24.95,26.05,24.48,65.90K,5.61%,DE000A0H08M3
04/01/2003,24.44,24.6,26.41,24.44,54.72K,0.74%,DE000A0H08M3
03/01/2003,24.26,24.82,25.64,22.88,36.12K,-0.04%,DE000A0H08M3
02/01/2003,24.27,25.39,25.39,23.77,139.34K,-1.66%,DE000A0H08M3
01/01/2003,24.68,27.27,28.38,23.15,172.38K,-11.00%,DE000A0H08M3
12/01/2002,27.73,27.52,27.75,26.0,363.33K,0.47%,DE000A0H08M3
11/01/2002,27.6,27.62,28.03,26.03,194.16K,3.10%,DE000A0H08M3
10/01/2002,26.77,28.5,29.28,25.6,305.53K,-3.43%,DE000A0H08M3
09/01/2002,27.72,29.06,29.97,26.9,61.25K,-11.04%,DE000A0H08M3
08/01/2025,76.74,77.71,78.05,75.28,172.89K,-2.03%,DE000A0H08Q4
07/01/2025,78.33,81.28,83.21,77.71,375.05K,-3.37%,DE000A0H08Q4
06/01/2025,81.06,79.2,83.07,78.27,302.05K,1.29%,DE000A0H08Q4
05/01/2025,80.03,75.28,82.12,75.14,690.09K,7.90%,DE000A0H08Q4
04/01/2025,74.17,75.96,76.58,65.01,1.38M,-1.45%,DE000A0H08Q4
03/01/2025,75.26,81.97,83.1,74.94,201.78K,-7.81%,DE000A0H08Q4
02/01/2025,81.64,80.84,87.2,80.6,289.22K,-1.33%,DE000A0H08Q4
01/01/2025,82.74,77.75,83.16,76.71,215.19K,6.69%,DE000A0H08Q4
12/01/2024,77.55,74.84,80.39,74.7,64.91K,2.95%,DE000A0H08Q4
11/01/2024,75.33,72.78,75.54,72.0,211.06K,3.52%,DE000A0H08Q4
10/01/2024,72.77,79.77,81.24,72.33,280.40K,-8.34%,DE000A0H08Q4
09/01/2024,79.39,79.36,80.71,72.82,79.67K,-0.09%,DE000A0H08Q4
08/01/2024,79.46,80.52,80.52,70.49,115.74K,-1.03%,DE000A0H08Q4
07/01/2024,80.29,85.98,87.89,77.6,136.89K,-6.02%,DE000A0H08Q4
06/01/2024,85.43,82.58,88.0,81.73,130.71K,5.16%,DE000A0H08Q4
05/01/2024,81.24,77.57,84.99,77.5,166.40K,3.66%,DE000A0H08Q4
04/01/2024,78.37,82.6,83.44,76.34,170.87K,-4.47%,DE000A0H08Q4
03/01/2024,82.04,82.64,85.27,80.1,1.04K,0.48%,DE000A0H08Q4
02/01/2024,81.65,78.46,83.03,78.08,127.71K,4.12%,DE000A0H08Q4
01/01/2024,78.42,73.21,79.45,68.99,108.71K,7.10%,DE000A0H08Q4
12/01/2023,73.22,70.97,74.79,70.72,129.74K,3.93%,DE000A0H08Q4
11/01/2023,70.45,61.64,70.95,61.19,78.63K,14.87%,DE000A0H08Q4
10/01/2023,61.33,62.85,64.61,59.44,81.53K,-2.00%,DE000A0H08Q4
09/01/2023,62.58,66.46,67.44,60.81,134.97K,-5.75%,DE000A0H08Q4
08/01/2023,66.4,69.47,69.71,64.08,124.33K,-4.93%,DE000A0H08Q4
07/01/2023,69.84,70.07,71.0,66.0,60.10K,0.36%,DE000A0H08Q4
06/01/2023,69.59,68.62,71.03,66.96,109.88K,2.08%,DE000A0H08Q4
05/01/2023,68.17,64.31,69.5,62.6,90.07K,7.10%,DE000A0H08Q4
04/01/2023,63.65,66.63,66.63,61.97,92.50K,-4.67%,DE000A0H08Q4
03/01/2023,66.77,63.71,66.77,60.64,92.42K,5.73%,DE000A0H08Q4
02/01/2023,63.15,63.84,67.3,62.51,170.38K,-0.55%,DE000A0H08Q4
01/01/2023,63.5,56.12,64.54,55.94,100.63K,14.21%,DE000A0H08Q4
12/01/2022,55.6,61.41,62.92,55.24,115.34K,-6.96%,DE000A0H08Q4
11/01/2022,59.76,53.31,61.35,50.91,252.78K,13.81%,DE000A0H08Q4
10/01/2022,52.51,49.27,54.03,46.43,175.85K,4.79%,DE000A0H08Q4
09/01/2022,50.11,53.84,56.79,48.93,290.64K,-8.27%,DE000A0H08Q4
08/01/2022,54.63,59.37,61.92,54.55,145.43K,-8.01%,DE000A0H08Q4
07/01/2022,59.39,51.27,59.67,49.5,316.73K,13.08%,DE000A0H08Q4
06/01/2022,52.52,58.51,59.38,50.79,334.82K,-9.98%,DE000A0H08Q4
05/01/2022,58.34,59.08,60.29,53.8,246.21K,-2.49%,DE000A0H08Q4
04/01/2022,59.83,64.21,66.12,56.84,267.27K,-6.98%,DE000A0H08Q4
03/01/2022,64.32,63.82,66.99,56.49,755.39K,0.52%,DE000A0H08Q4
02/01/2022,63.99,69.1,69.95,58.51,454.06K,-5.91%,DE000A0H08Q4
01/01/2022,68.01,78.01,78.01,64.8,492.76K,-12.38%,DE000A0H08Q4
12/01/2021,77.62,76.2,78.29,72.14,256.73K,2.94%,DE000A0H08Q4
11/01/2021,75.4,77.68,82.01,74.7,304.69K,-2.56%,DE000A0H08Q4
10/01/2021,77.38,71.25,77.56,69.34,387.76K,7.43%,DE000A0H08Q4
09/01/2021,72.03,78.06,79.84,71.96,423.51K,-6.82%,DE000A0H08Q4
08/01/2021,77.3,73.77,78.12,72.88,164.04K,6.15%,DE000A0H08Q4
07/01/2021,72.82,70.18,73.3,68.35,162.24K,4.88%,DE000A0H08Q4
06/01/2021,69.43,67.16,70.46,66.43,246.97K,4.06%,DE000A0H08Q4
05/01/2021,66.72,66.81,67.24,61.58,290.62K,0.27%,DE000A0H08Q4
04/01/2021,66.54,65.69,68.49,65.32,252.41K,2.72%,DE000A0H08Q4
03/01/2021,64.78,62.93,64.93,58.41,567.93K,5.16%,DE000A0H08Q4
02/01/2021,61.6,60.62,65.64,60.62,787.82K,3.27%,DE000A0H08Q4
01/01/2021,59.65,58.75,62.47,57.48,527.48K,2.90%,DE000A0H08Q4
12/01/2020,57.97,55.66,58.24,54.48,827.59K,5.23%,DE000A0H08Q4
11/01/2020,55.09,48.88,55.79,48.6,1.26M,13.30%,DE000A0H08Q4
10/01/2020,48.63,55.25,57.59,48.1,1.03M,-11.12%,DE000A0H08Q4
09/01/2020,54.71,56.71,58.64,52.49,615.62K,-2.29%,DE000A0H08Q4
08/01/2020,55.99,54.05,57.8,53.8,368.37K,4.63%,DE000A0H08Q4
07/01/2020,53.51,53.6,58.24,53.09,647.95K,-0.37%,DE000A0H08Q4
06/01/2020,53.71,51.1,54.32,49.09,686.41K,7.53%,DE000A0H08Q4
05/01/2020,49.95,44.92,50.39,44.45,749.76K,7.59%,DE000A0H08Q4
04/01/2020,46.42,41.35,47.58,39.75,991.78K,9.92%,DE000A0H08Q4
03/01/2020,42.24,48.66,49.12,33.86,1.17M,-11.54%,DE000A0H08Q4
