Date,Price,Open,High,Low,Vol.,Change %,ISIN
08/01/2025,30.68,28.61,31.02,27.77,5.17M,5.98%,DE000A0F5UJ7
07/01/2025,28.95,27.85,29.25,27.05,6.40M,3.95%,DE000A0F5UJ7
06/01/2025,27.85,27.9,28.33,26.85,2.16M,-0.43%,DE000A0F5UJ7
05/01/2025,27.97,25.89,28.35,25.6,2.59M,9.71%,DE000A0F5UJ7
04/01/2025,25.5,25.92,26.13,20.4,14.60M,-0.72%,DE000A0F5UJ7
03/01/2025,25.68,25.82,27.06,24.84,5.92M,-0.37%,DE000A0F5UJ7
02/01/2025,25.77,22.42,25.77,22.2,5.80M,12.92%,DE000A0F5UJ7
01/01/2025,22.83,21.06,22.96,20.5,1.47M,9.29%,DE000A0F5UJ7
12/01/2024,20.89,19.99,21.22,19.98,1.45M,3.88%,DE000A0F5UJ7
11/01/2024,20.1,20.15,20.86,19.7,6.23M,0.12%,DE000A0F5UJ7
10/01/2024,20.08,20.07,20.45,19.32,1.95M,0.37%,DE000A0F5UJ7
09/01/2024,20.0,19.89,20.32,19.05,1.76M,0.74%,DE000A0F5UJ7
08/01/2024,19.86,20.0,20.0,17.57,1.14M,-1.38%,DE000A0F5UJ7
07/01/2024,20.14,20.32,20.67,19.48,1.33M,1.17%,DE000A0F5UJ7
06/01/2024,19.9,21.01,21.03,19.26,59.92K,-4.32%,DE000A0F5UJ7
05/01/2024,20.8,20.01,20.89,19.76,1.23M,5.36%,DE000A0F5UJ7
04/01/2024,19.74,19.0,20.03,18.55,1.85M,3.96%,DE000A0F5UJ7
03/01/2024,18.99,17.16,19.04,17.16,83.00K,11.16%,DE000A0F5UJ7
02/01/2024,17.08,16.48,17.17,16.22,1.20M,2.14%,DE000A0F5UJ7
01/01/2024,16.73,16.73,17.11,15.88,1.73M,0.40%,DE000A0F5UJ7
12/01/2023,16.66,16.11,16.72,16.11,1.67M,3.63%,DE000A0F5UJ7
11/01/2023,16.08,15.08,16.14,14.95,2.07M,7.49%,DE000A0F5UJ7
10/01/2023,14.96,15.99,16.15,14.65,1.90M,-6.20%,DE000A0F5UJ7
09/01/2023,15.94,15.58,16.07,14.93,2.52M,2.61%,DE000A0F5UJ7
08/01/2023,15.54,16.16,16.2,15.27,1.52M,-3.54%,DE000A0F5UJ7
07/01/2023,16.11,15.88,16.21,15.4,1.70M,1.85%,DE000A0F5UJ7
06/01/2023,15.82,14.83,15.92,14.83,2.96M,7.23%,DE000A0F5UJ7
05/01/2023,14.75,15.11,15.47,14.4,2.24M,-1.26%,DE000A0F5UJ7
04/01/2023,14.94,14.51,15.59,14.43,4.71M,3.12%,DE000A0F5UJ7
03/01/2023,14.49,16.59,16.66,13.0,16.74M,-12.77%,DE000A0F5UJ7
02/01/2023,16.61,15.69,16.75,15.46,3.35M,6.15%,DE000A0F5UJ7
01/01/2023,15.64,13.94,15.67,13.94,4.04M,13.00%,DE000A0F5UJ7
12/01/2022,13.84,13.85,13.99,13.28,2.57M,0.22%,DE000A0F5UJ7
11/01/2022,13.81,12.74,13.87,12.64,3.55M,9.46%,DE000A0F5UJ7
10/01/2022,12.62,11.6,12.69,11.4,2.88M,7.37%,DE000A0F5UJ7
09/01/2022,11.75,12.27,13.25,11.44,5.69M,-4.59%,DE000A0F5UJ7
08/01/2022,12.32,12.59,13.27,12.04,2.58M,-1.03%,DE000A0F5UJ7
07/01/2022,12.45,12.67,12.93,11.45,5.11M,-2.60%,DE000A0F5UJ7
06/01/2022,12.78,14.3,14.34,12.64,5.18M,-9.81%,DE000A0F5UJ7
05/01/2022,14.17,13.28,14.37,12.56,4.93M,6.09%,DE000A0F5UJ7
04/01/2022,13.36,13.74,14.15,13.01,4.59M,-2.35%,DE000A0F5UJ7
03/01/2022,13.68,13.88,14.26,11.25,16.11M,-1.78%,DE000A0F5UJ7
02/01/2022,13.93,15.55,16.51,13.67,22.00M,-9.47%,DE000A0F5UJ7
01/01/2022,15.38,14.59,16.09,14.47,7.99M,5.49%,DE000A0F5UJ7
12/01/2021,14.58,13.88,14.63,13.59,3.60M,6.28%,DE000A0F5UJ7
11/01/2021,13.72,14.99,15.22,13.5,4.93M,-7.75%,DE000A0F5UJ7
10/01/2021,14.87,13.67,15.01,13.66,4.86M,6.44%,DE000A0F5UJ7
09/01/2021,13.97,13.5,14.02,12.83,3.03M,4.27%,DE000A0F5UJ7
08/01/2021,13.4,13.17,13.9,13.05,3.04M,2.51%,DE000A0F5UJ7
07/01/2021,13.07,13.42,13.58,12.14,4.43M,-1.71%,DE000A0F5UJ7
06/01/2021,13.3,13.94,14.13,13.13,8.90M,-4.01%,DE000A0F5UJ7
05/01/2021,13.86,13.23,14.0,12.97,14.41M,5.11%,DE000A0F5UJ7
04/01/2021,13.18,12.79,13.35,12.23,6.59M,3.60%,DE000A0F5UJ7
03/01/2021,12.72,12.1,13.06,12.0,7.89M,6.55%,DE000A0F5UJ7
02/01/2021,11.94,10.36,12.37,10.32,6.78M,15.92%,DE000A0F5UJ7
01/01/2021,10.3,10.68,11.33,10.19,9.99M,-3.49%,DE000A0F5UJ7
12/01/2020,10.67,10.64,11.32,10.0,6.71M,0.45%,DE000A0F5UJ7
11/01/2020,10.63,8.19,11.21,8.12,10.57M,30.33%,DE000A0F5UJ7
10/01/2020,8.15,8.17,8.67,7.92,4.77M,0.80%,DE000A0F5UJ7
09/01/2020,8.09,9.04,9.1,7.74,4.17M,-10.63%,DE000A0F5UJ7
08/01/2020,9.05,8.65,9.6,8.61,3.25M,3.88%,DE000A0F5UJ7
07/01/2020,8.71,9.14,10.08,8.71,3.50M,-5.55%,DE000A0F5UJ7
06/01/2020,9.22,9.06,10.53,8.96,5.78M,5.15%,DE000A0F5UJ7
05/01/2020,8.77,8.43,9.25,7.75,5.60M,-0.51%,DE000A0F5UJ7
04/01/2020,8.82,8.38,9.21,7.85,5.10M,0.67%,DE000A0F5UJ7
03/01/2020,8.76,12.62,12.62,7.88,5.11M,-29.20%,DE000A0F5UJ7
02/01/2020,12.37,13.5,14.75,12.22,4.08M,-8.32%,DE000A0F5UJ7
01/01/2020,13.49,14.45,14.65,13.42,2.61M,-6.06%,DE000A0F5UJ7
12/01/2019,14.36,13.78,14.55,13.33,2.96M,4.59%,DE000A0F5UJ7
11/01/2019,13.73,13.39,14.12,13.35,3.59M,2.68%,DE000A0F5UJ7
10/01/2019,13.37,13.14,13.91,12.27,3.80M,1.86%,DE000A0F5UJ7
09/01/2019,13.13,12.08,13.49,11.94,4.92M,8.76%,DE000A0F5UJ7
08/01/2019,12.07,12.94,13.07,11.53,1.62M,-6.29%,DE000A0F5UJ7
07/01/2019,12.88,13.83,14.23,12.88,2.78M,-5.40%,DE000A0F5UJ7
06/01/2019,13.62,13.28,13.76,13.24,2.25M,1.46%,DE000A0F5UJ7
05/01/2019,13.42,14.88,15.04,13.34,1.90M,-10.00%,DE000A0F5UJ7
04/01/2019,14.91,13.98,15.19,13.98,3.80M,7.76%,DE000A0F5UJ7
03/01/2019,13.84,14.49,14.64,13.73,4.64M,-3.59%,DE000A0F5UJ7
02/01/2019,14.36,13.7,14.43,13.43,5.28M,4.70%,DE000A0F5UJ7
01/01/2019,13.71,12.95,14.15,12.72,4.22M,5.15%,DE000A0F5UJ7
12/01/2018,13.04,14.5,14.56,12.67,5.78M,-8.27%,DE000A0F5UJ7
11/01/2018,14.22,14.29,14.83,13.84,1.86M,-0.45%,DE000A0F5UJ7
10/01/2018,14.28,15.52,15.65,13.72,3.10M,-8.41%,DE000A0F5UJ7
09/01/2018,15.59,15.39,16.23,15.14,3.52M,1.52%,DE000A0F5UJ7
08/01/2018,15.36,16.75,16.75,15.34,4.26M,-7.91%,DE000A0F5UJ7
07/01/2018,16.68,16.09,16.74,15.76,2.99M,2.26%,DE000A0F5UJ7
06/01/2018,16.31,16.65,16.99,15.93,7.19M,-0.73%,DE000A0F5UJ7
05/01/2018,16.43,17.84,18.02,16.32,7.06M,-7.66%,DE000A0F5UJ7
04/01/2018,17.79,17.14,17.93,16.79,3.67M,3.11%,DE000A0F5UJ7
03/01/2018,17.26,18.38,18.38,16.9,5.94M,-6.44%,DE000A0F5UJ7
02/01/2018,18.44,19.28,19.32,17.81,4.74M,-3.37%,DE000A0F5UJ7
01/01/2018,19.09,18.13,19.49,18.03,7.52M,5.08%,DE000A0F5UJ7
12/01/2017,18.17,18.01,18.54,17.72,3.96M,0.92%,DE000A0F5UJ7
11/01/2017,18.0,18.5,18.54,17.52,7.95M,-2.54%,DE000A0F5UJ7
10/01/2017,18.47,18.72,18.78,18.24,4.06M,-1.57%,DE000A0F5UJ7
09/01/2017,18.76,17.91,18.82,17.35,5.52M,5.07%,DE000A0F5UJ7
08/01/2017,17.86,18.57,18.88,17.58,4.49M,-3.41%,DE000A0F5UJ7
07/01/2017,18.49,18.52,19.2,18.1,5.44M,0.88%,DE000A0F5UJ7
06/01/2017,18.33,18.19,18.81,17.83,5.34M,0.91%,DE000A0F5UJ7
05/01/2017,18.16,18.3,19.0,18.02,7.68M,-0.53%,DE000A0F5UJ7
04/01/2017,18.26,18.15,18.82,17.13,6.79M,0.37%,DE000A0F5UJ7
03/01/2017,18.19,17.37,18.35,17.35,5.46M,6.21%,DE000A0F5UJ7
02/01/2017,17.13,17.67,18.01,16.93,5.03M,-1.52%,DE000A0F5UJ7
01/01/2017,17.4,17.19,18.27,17.19,4.21M,0.74%,DE000A0F5UJ7
12/01/2016,17.27,16.0,17.8,15.81,7.60M,7.80%,DE000A0F5UJ7
11/01/2016,16.02,15.43,16.32,14.68,9.95M,3.84%,DE000A0F5UJ7
10/01/2016,15.43,14.32,15.59,14.2,5.98M,8.09%,DE000A0F5UJ7
09/01/2016,14.27,14.84,15.18,13.64,3.05M,-2.69%,DE000A0F5UJ7
08/01/2016,14.66,13.7,14.8,12.8,2.99M,8.40%,DE000A0F5UJ7
07/01/2016,13.53,13.2,13.77,12.1,5.16M,3.94%,DE000A0F5UJ7
06/01/2016,13.02,15.76,15.93,12.26,11.71M,-18.04%,DE000A0F5UJ7
05/01/2016,15.88,15.55,16.17,14.34,4.06M,1.89%,DE000A0F5UJ7
04/01/2016,15.59,14.5,16.18,13.74,3.39M,5.95%,DE000A0F5UJ7
03/01/2016,14.71,14.88,16.49,14.64,3.74M,-1.74%,DE000A0F5UJ7
02/01/2016,14.97,15.74,15.85,13.11,11.86M,-4.89%,DE000A0F5UJ7
01/01/2016,15.74,18.14,18.15,14.96,2.96M,-15.14%,DE000A0F5UJ7
12/01/2015,18.55,19.71,19.78,17.49,3.13M,-5.17%,DE000A0F5UJ7
11/01/2015,19.56,19.33,19.92,18.95,3.43M,0.64%,DE000A0F5UJ7
10/01/2015,19.43,18.91,20.1,18.61,2.63M,3.89%,DE000A0F5UJ7
09/01/2015,18.71,19.98,20.39,18.04,3.16M,-7.19%,DE000A0F5UJ7
08/01/2015,20.16,22.49,22.62,18.39,3.92M,-10.10%,DE000A0F5UJ7
07/01/2015,22.42,22.07,23.0,20.83,3.03M,2.69%,DE000A0F5UJ7
06/01/2015,21.83,22.61,22.99,21.4,3.11M,-2.86%,DE000A0F5UJ7
05/01/2015,22.48,21.97,23.0,21.25,2.38M,2.34%,DE000A0F5UJ7
04/01/2015,21.96,21.75,22.77,21.61,2.14M,0.48%,DE000A0F5UJ7
03/01/2015,21.86,20.86,22.08,20.65,3.30M,4.79%,DE000A0F5UJ7
02/01/2015,20.86,18.99,20.89,18.64,2.97M,10.24%,DE000A0F5UJ7
01/01/2015,18.92,19.39,19.8,17.8,3.20M,-0.98%,DE000A0F5UJ7
12/01/2014,19.11,19.8,20.23,17.94,1.31M,-4.26%,DE000A0F5UJ7
11/01/2014,19.96,19.67,19.96,18.64,2.09M,1.44%,DE000A0F5UJ7
10/01/2014,19.67,20.26,20.39,17.45,3.17M,-3.07%,DE000A0F5UJ7
09/01/2014,20.3,20.0,20.88,19.77,3.20M,1.67%,DE000A0F5UJ7
08/01/2014,19.97,19.58,20.25,18.54,2.02M,2.07%,DE000A0F5UJ7
07/01/2014,19.56,19.73,20.32,18.94,4.74M,-0.50%,DE000A0F5UJ7
06/01/2014,19.66,20.74,21.35,19.58,1.78M,-4.92%,DE000A0F5UJ7
05/01/2014,20.67,20.3,20.85,19.66,3.37M,1.96%,DE000A0F5UJ7
04/01/2014,20.28,20.43,21.04,19.68,2.47M,-0.21%,DE000A0F5UJ7
03/01/2014,20.32,20.01,20.67,19.33,3.03M,-0.59%,DE000A0F5UJ7
02/01/2014,20.44,19.64,20.49,19.1,2.64M,3.55%,DE000A0F5UJ7
01/01/2014,19.74,19.57,21.09,19.29,3.26M,1.39%,DE000A0F5UJ7
12/01/2013,19.47,19.66,19.66,18.36,1.85M,-0.46%,DE000A0F5UJ7
11/01/2013,19.56,19.48,19.78,18.81,2.95M,0.41%,DE000A0F5UJ7
10/01/2013,19.48,18.6,19.87,18.6,1.66M,5.47%,DE000A0F5UJ7
09/01/2013,18.47,18.01,19.3,17.89,1.40M,4.71%,DE000A0F5UJ7
08/01/2013,17.64,17.82,18.75,17.43,1.78M,-0.56%,DE000A0F5UJ7
07/01/2013,17.74,16.62,17.91,16.08,2.19M,8.37%,DE000A0F5UJ7
06/01/2013,16.37,18.03,18.19,15.97,1.42M,-9.76%,DE000A0F5UJ7
05/01/2013,18.14,17.43,18.73,17.39,2.39M,4.19%,DE000A0F5UJ7
04/01/2013,17.41,16.5,17.59,15.86,2.44M,5.13%,DE000A0F5UJ7
03/01/2013,16.56,17.32,17.74,16.35,3.05M,-5.21%,DE000A0F5UJ7
02/01/2013,17.47,17.8,17.99,16.98,2.72M,-2.02%,DE000A0F5UJ7
01/01/2013,17.83,17.05,18.22,16.95,5.32M,7.22%,DE000A0F5UJ7
12/01/2012,16.63,16.29,16.96,16.26,2.30M,1.90%,DE000A0F5UJ7
11/01/2012,16.32,15.87,16.39,15.38,1.40M,3.68%,DE000A0F5UJ7
10/01/2012,15.74,15.22,16.22,15.12,2.93M,4.79%,DE000A0F5UJ7
09/01/2012,15.02,14.32,15.93,14.22,6.42M,4.89%,DE000A0F5UJ7
08/01/2012,14.32,13.46,14.62,12.97,1.40M,7.19%,DE000A0F5UJ7
07/01/2012,13.36,13.58,14.03,12.28,5.39M,-2.27%,DE000A0F5UJ7
06/01/2012,13.67,12.44,13.83,12.18,1.17M,9.89%,DE000A0F5UJ7
05/01/2012,12.44,14.29,14.29,12.3,3.61M,-10.76%,DE000A0F5UJ7
04/01/2012,13.94,15.5,15.62,13.45,2.42M,-9.95%,DE000A0F5UJ7
03/01/2012,15.48,15.82,16.65,15.29,3.74M,-2.33%,DE000A0F5UJ7
02/01/2012,15.85,15.13,16.5,15.13,5.63M,6.30%,DE000A0F5UJ7
01/01/2012,14.91,13.79,15.53,12.99,3.31M,9.87%,DE000A0F5UJ7
12/01/2011,13.57,13.48,14.27,12.94,2.85M,1.19%,DE000A0F5UJ7
11/01/2011,13.41,14.0,14.27,11.94,1.01M,-7.84%,DE000A0F5UJ7
10/01/2011,14.55,13.13,15.57,12.64,1.93M,6.13%,DE000A0F5UJ7
09/01/2011,13.71,14.58,14.74,12.04,1.86M,-6.10%,DE000A0F5UJ7
08/01/2011,14.6,17.84,17.87,13.61,1.33M,-16.86%,DE000A0F5UJ7
07/01/2011,17.56,18.83,19.32,16.89,1.69M,-6.70%,DE000A0F5UJ7
06/01/2011,18.82,19.44,19.44,17.79,1.14M,-2.59%,DE000A0F5UJ7
05/01/2011,19.32,20.69,20.69,19.27,1.76M,-5.80%,DE000A0F5UJ7
04/01/2011,20.51,20.45,21.25,19.78,1.81M,1.99%,DE000A0F5UJ7
03/01/2011,20.11,22.14,22.14,19.88,2.84M,-8.67%,DE000A0F5UJ7
02/01/2011,22.02,21.6,23.15,21.51,4.19M,2.71%,DE000A0F5UJ7
01/01/2011,21.44,20.09,22.08,19.82,4.23M,7.58%,DE000A0F5UJ7
12/01/2010,19.93,19.32,20.79,19.32,1.52M,4.95%,DE000A0F5UJ7
11/01/2010,18.99,20.71,21.53,18.91,1.02M,-9.23%,DE000A0F5UJ7
10/01/2010,20.92,21.05,21.67,20.71,381.07K,-2.43%,DE000A0F5UJ7
09/01/2010,21.44,21.19,22.75,20.99,570.94K,1.85%,DE000A0F5UJ7
08/01/2010,21.05,22.72,23.18,20.62,444.27K,-5.27%,DE000A0F5UJ7
07/01/2010,22.22,19.36,22.87,19.19,1.65M,12.39%,DE000A0F5UJ7
06/01/2010,19.77,19.79,21.62,18.6,792.89K,-0.60%,DE000A0F5UJ7
05/01/2010,19.89,21.85,22.05,18.0,1.61M,-8.76%,DE000A0F5UJ7
04/01/2010,21.8,22.64,23.75,21.08,976.38K,-2.59%,DE000A0F5UJ7
03/01/2010,22.38,20.94,22.81,20.32,992.80K,8.12%,DE000A0F5UJ7
02/01/2010,20.7,20.68,21.52,19.19,1.09M,-0.77%,DE000A0F5UJ7
01/01/2010,20.86,22.49,23.83,20.51,876.86K,-5.87%,DE000A0F5UJ7
12/01/2009,22.16,22.35,23.0,21.58,880.40K,0.82%,DE000A0F5UJ7
11/01/2009,21.98,22.14,24.0,21.32,1.04M,-1.57%,DE000A0F5UJ7
10/01/2009,22.33,23.71,24.31,21.87,1.06M,-5.42%,DE000A0F5UJ7
09/01/2009,23.61,23.26,24.09,22.0,1.22M,0.85%,DE000A0F5UJ7
08/01/2009,23.41,20.75,23.64,20.75,1.06M,13.04%,DE000A0F5UJ7
07/01/2009,20.71,18.56,20.71,17.41,1.63M,13.17%,DE000A0F5UJ7
06/01/2009,18.3,19.32,19.52,17.6,1.11M,-2.45%,DE000A0F5UJ7
05/01/2009,18.76,17.17,19.11,16.75,2.04M,9.01%,DE000A0F5UJ7
04/01/2009,17.21,12.47,17.33,12.45,2.10M,35.51%,DE000A0F5UJ7
03/01/2009,12.7,11.09,13.69,8.96,4.04M,10.72%,DE000A0F5UJ7
02/01/2009,11.47,13.44,14.11,10.76,1.33M,-16.28%,DE000A0F5UJ7
01/01/2009,13.7,15.44,16.52,11.16,2.48M,-9.09%,DE000A0F5UJ7
12/01/2008,15.07,17.09,17.34,14.6,1.27M,-10.30%,DE000A0F5UJ7
11/01/2008,16.8,20.5,21.33,14.16,2.68M,-15.87%,DE000A0F5UJ7
10/01/2008,19.97,27.13,29.22,16.11,4.12M,-24.44%,DE000A0F5UJ7
09/01/2008,26.43,29.53,31.28,25.37,3.87M,-11.16%,DE000A0F5UJ7
08/01/2008,29.75,29.04,31.67,27.91,1.63M,0.88%,DE000A0F5UJ7
07/01/2008,29.49,29.69,30.96,24.65,3.48M,-1.27%,DE000A0F5UJ7
06/01/2008,29.87,34.66,34.71,29.53,1.42M,-15.00%,DE000A0F5UJ7
05/01/2008,35.14,38.16,39.0,34.6,958.11K,-5.79%,DE000A0F5UJ7
04/01/2008,37.3,35.6,38.24,35.16,1.53M,5.64%,DE000A0F5UJ7
03/01/2008,35.31,34.89,36.33,31.85,1.58M,-0.68%,DE000A0F5UJ7
02/01/2008,35.55,37.49,38.24,34.49,858.21K,-3.66%,DE000A0F5UJ7
01/01/2008,36.9,42.95,43.07,33.31,1.17M,-14.41%,DE000A0F5UJ7
12/01/2007,43.11,44.41,45.75,42.4,728.18K,-2.69%,DE000A0F5UJ7
11/01/2007,44.3,47.84,47.84,40.5,1.43M,-7.79%,DE000A0F5UJ7
10/01/2007,48.04,46.54,49.79,45.8,1.46M,2.15%,DE000A0F5UJ7
09/01/2007,47.03,47.92,48.72,44.5,1.43M,-1.86%,DE000A0F5UJ7
08/01/2007,47.92,48.78,50.8,45.8,805.10K,-3.97%,DE000A0F5UJ7
07/01/2007,49.9,51.84,53.8,48.32,707.44K,-4.95%,DE000A0F5UJ7
06/01/2007,52.5,55.08,55.39,52.34,487.41K,-4.67%,DE000A0F5UJ7
05/01/2007,55.07,54.35,55.42,53.63,693.22K,1.14%,DE000A0F5UJ7
04/01/2007,54.45,52.04,55.17,51.77,413.39K,4.55%,DE000A0F5UJ7
03/01/2007,52.08,50.91,52.8,48.89,632.75K,1.72%,DE000A0F5UJ7
02/01/2007,51.2,53.61,54.38,50.84,385.46K,-3.60%,DE000A0F5UJ7
01/01/2007,53.11,51.85,54.08,51.62,252.96K,3.29%,DE000A0F5UJ7
12/01/2006,51.42,49.88,51.7,49.06,66.62K,4.00%,DE000A0F5UJ7
11/01/2006,49.44,50.64,51.56,49.12,150.15K,-2.43%,DE000A0F5UJ7
10/01/2006,50.67,49.09,51.46,48.52,285.33K,3.77%,DE000A0F5UJ7
09/01/2006,48.83,47.91,49.03,46.84,121.93K,2.26%,DE000A0F5UJ7
08/01/2006,47.75,45.53,47.89,45.29,188.57K,4.14%,DE000A0F5UJ7
07/01/2006,45.85,46.06,46.43,42.71,127.24K,0.17%,DE000A0F5UJ7
06/01/2006,45.77,46.08,46.63,43.13,99.86K,-0.17%,DE000A0F5UJ7
05/01/2006,45.85,48.03,49.54,44.51,250.49K,-4.62%,DE000A0F5UJ7
04/01/2006,48.07,48.3,48.58,47.07,71.24K,0.31%,DE000A0F5UJ7
03/01/2006,47.92,47.97,48.53,46.36,271.04K,-0.48%,DE000A0F5UJ7
02/01/2006,48.15,45.3,48.47,45.23,194.36K,6.10%,DE000A0F5UJ7
01/01/2006,45.38,43.27,45.38,43.27,260.97K,5.17%,DE000A0F5UJ7
12/01/2005,43.15,42.02,43.75,42.02,80.48K,3.45%,DE000A0F5UJ7
11/01/2005,41.71,39.84,42.57,39.8,128.64K,5.38%,DE000A0F5UJ7
10/01/2005,39.58,40.27,40.75,38.4,208.14K,-1.32%,DE000A0F5UJ7
09/01/2005,40.11,38.61,40.35,38.53,205.04K,4.56%,DE000A0F5UJ7
08/01/2005,38.36,38.86,39.33,37.97,177.18K,-0.88%,DE000A0F5UJ7
07/01/2005,38.7,38.89,39.83,37.6,105.94K,-0.49%,DE000A0F5UJ7
06/01/2005,38.89,37.63,39.28,37.63,896.23K,2.61%,DE000A0F5UJ7
05/01/2005,37.9,35.98,37.9,35.98,209.20K,4.75%,DE000A0F5UJ7
04/01/2005,36.18,37.15,37.83,35.88,339.69K,-2.85%,DE000A0F5UJ7
03/01/2005,37.24,37.2,37.85,36.52,299.57K,-0.11%,DE000A0F5UJ7
02/01/2005,37.28,36.55,38.13,36.43,193.39K,2.25%,DE000A0F5UJ7
01/01/2005,36.46,35.9,36.6,35.73,499.59K,1.62%,DE000A0F5UJ7
12/01/2004,35.88,34.97,36.01,34.86,72.03K,2.99%,DE000A0F5UJ7
11/01/2004,34.84,34.05,35.38,34.05,162.44K,3.08%,DE000A0F5UJ7
10/01/2004,33.8,33.37,34.45,33.21,246.88K,1.78%,DE000A0F5UJ7
09/01/2004,33.21,32.61,33.79,32.61,619.32K,2.50%,DE000A0F5UJ7
08/01/2004,32.4,31.92,32.55,31.21,164.28K,2.02%,DE000A0F5UJ7
07/01/2004,31.76,33.79,33.79,31.05,176.02K,-5.42%,DE000A0F5UJ7
06/01/2004,33.58,33.04,34.16,33.0,26.68K,1.18%,DE000A0F5UJ7
05/01/2004,33.19,33.52,33.74,32.14,542.49K,-0.48%,DE000A0F5UJ7
04/01/2004,33.35,33.21,34.73,33.21,205.60K,0.27%,DE000A0F5UJ7
03/01/2004,33.26,33.89,34.48,32.1,656.53K,-2.38%,DE000A0F5UJ7
02/01/2004,34.07,33.36,34.49,32.95,188.62K,1.40%,DE000A0F5UJ7
01/01/2004,33.6,32.92,34.12,32.9,222.81K,3.23%,DE000A0F5UJ7
12/01/2003,32.55,32.23,32.67,31.68,102.90K,2.07%,DE000A0F5UJ7
11/01/2003,31.89,31.92,32.43,30.76,182.02K,1.08%,DE000A0F5UJ7
10/01/2003,31.55,29.07,31.96,29.07,148.13K,8.79%,DE000A0F5UJ7
09/01/2003,29.0,30.08,30.9,28.87,102.92K,-3.11%,DE000A0F5UJ7
08/01/2003,29.93,30.53,30.63,29.1,171.91K,-0.47%,DE000A0F5UJ7
07/01/2003,30.07,29.15,30.46,28.72,73.81K,0.80%,DE000A0F5UJ7
06/01/2003,29.83,28.4,30.6,28.24,210.52K,6.35%,DE000A0F5UJ7
05/01/2003,28.05,27.19,28.25,26.75,111.66K,0.65%,DE000A0F5UJ7
04/01/2003,27.87,24.46,28.24,24.46,135.42K,12.47%,DE000A0F5UJ7
03/01/2003,24.78,25.0,25.93,22.48,130.70K,3.08%,DE000A0F5UJ7
02/01/2003,24.04,25.28,25.97,23.99,218.50K,-1.60%,DE000A0F5UJ7
01/01/2003,24.43,28.34,28.34,23.84,173.55K,-9.65%,DE000A0F5UJ7
12/01/2002,27.04,29.99,29.99,26.97,163.75K,-10.70%,DE000A0F5UJ7
11/01/2002,30.28,29.26,30.67,27.68,227.01K,6.85%,DE000A0F5UJ7
10/01/2002,28.34,25.77,29.1,24.28,276.46K,7.06%,DE000A0F5UJ7
09/01/2002,26.47,30.32,30.84,25.44,271.35K,-14.97%,DE000A0F5UJ7
08/01/2002,31.13,29.54,32.1,28.4,112.01K,1.90%,DE000A0F5UJ7
07/01/2002,30.55,33.18,33.88,26.41,92.97K,-7.79%,DE000A0F5UJ7
06/01/2002,33.13,37.69,37.69,32.4,132.01K,-13.07%,DE000A0F5UJ7
05/01/2002,38.11,39.3,39.73,37.86,167.88K,-1.47%,DE000A0F5UJ7
04/01/2002,38.68,37.63,39.13,37.35,24.74K,1.82%,DE000A0F5UJ7
03/01/2002,37.99,36.96,37.99,36.88,272.11K,5.73%,DE000A0F5UJ7
02/01/2002,35.93,36.51,36.51,35.22,216.28K,-2.10%,DE000A0F5UJ7
01/01/2002,36.7,36.98,36.98,35.54,17.69K,3.23%,DE000A0F5UJ7
12/01/2001,35.55,36.1,36.1,35.09,25.44K,-3.84%,DE000A0F5UJ7
11/01/2001,36.97,35.49,37.05,33.54,400.52K,8.26%,DE000A0F5UJ7
10/01/2001,34.15,31.77,34.15,31.3,4.31K,6.92%,DE000A0F5UJ7
09/01/2001,31.94,37.29,37.34,26.88,71.66K,-15.32%,DE000A0F5UJ7
08/01/2001,37.72,37.31,38.15,37.17,88.56K,4.37%,DE000A0F5UJ7
07/01/2001,36.14,40.3,40.3,35.84,100.67K,-9.04%,DE000A0F5UJ7
06/01/2001,39.73,41.16,41.16,39.73,25.10K,-2.43%,DE000A0F5UJ7
08/01/2025,51.99,49.29,52.28,48.49,153.70K,5.04%,DE000A0F5UK5
07/01/2025,49.49,49.1,52.55,48.62,381.81K,1.27%,DE000A0F5UK5
06/01/2025,48.88,50.12,51.23,47.42,643.87K,-2.58%,DE000A0F5UK5
05/01/2025,50.17,48.67,51.94,47.28,307.27K,6.19%,DE000A0F5UK5
04/01/2025,47.24,51.13,51.45,41.54,1.01M,-6.54%,DE000A0F5UK5
03/01/2025,50.55,54.46,57.0,50.15,4.86M,-6.99%,DE000A0F5UK5
02/01/2025,54.35,53.06,57.64,52.85,555.22K,0.39%,DE000A0F5UK5
01/01/2025,54.14,53.3,55.89,51.76,313.01K,3.98%,DE000A0F5UK5
12/01/2024,52.07,54.39,57.24,51.09,3.38M,-4.44%,DE000A0F5UK5
11/01/2024,54.49,54.92,57.58,52.0,457.23K,-0.47%,DE000A0F5UK5
10/01/2024,54.75,58.94,59.64,54.18,3.12M,-7.14%,DE000A0F5UK5
09/01/2024,58.96,53.79,60.0,50.43,2.85M,8.66%,DE000A0F5UK5
08/01/2024,54.26,56.18,56.18,50.72,389.59K,-2.99%,DE000A0F5UK5
07/01/2024,55.93,59.76,61.1,54.07,595.20K,-6.39%,DE000A0F5UK5
06/01/2024,59.75,63.36,63.36,58.8,4.24K,-4.89%,DE000A0F5UK5
05/01/2024,62.82,61.98,65.7,61.02,560.05K,1.78%,DE000A0F5UK5
