ISIN,0,1,logo_url
IE00BKWQ0K51,Infineon Technologies AG,8.85%,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Infineon-Logo.svg/250px-Infineon-Logo.svg.png
IE00BKWQ0K51,ASM International NV,4.78%,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/ASM_Logo.svg/330px-ASM_Logo.svg.png
IE00BKWQ0K51,Capgemini SE,4.43%,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Sogeti-logo-2018.svg/250px-Sogeti-logo-2018.svg.png
IE00BKWQ0K51,Nokia Oyj,4.40%,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/NokiaNetworks.svg/500px-NokiaNetworks.svg.png
IE00BKWQ0K51,Dassault Systèmes SE,3.87%,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/OJ_C_72_of_2022_-_CS_Czech.pdf/page1-150px-OJ_C_72_of_2022_-_CS_Czech.pdf.jpg
IE00BKWQ0K51,LM Ericsson,3.77%,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Ericsson_Dialog_013.jpg/120px-Ericsson_Dialog_013.jpg
IE00BKWQ0K51,Hexagon AB,3.31%,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Hexagon_logo.svg/330px-Hexagon_logo.svg.png
IE00BKWQ0K51,STMicroelectronics NV,3.30%,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/OJ_L_328_of_2016_-_PT_Portuguese.pdf/page1-150px-OJ_L_328_of_2016_-_PT_Portuguese.pdf.jpg
IE00BKWQ0N82,Deutsche Telekom AG,24.22%,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Telekom_Logo_2013.svg/250px-Telekom_Logo_2013.svg.png
IE00BKWQ0N82,Spotify Technology SA,18.69%,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Africa_Wiki_Women_Poster_for_Wikimania_2025.pdf/page1-150px-Africa_Wiki_Women_Poster_for_Wikimania_2025.pdf.jpg
IE00BKWQ0N82,Universal Music Group NV,6.77%,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Universal_Music_Group_logo.svg/250px-Universal_Music_Group_logo.svg.png
IE00BKWQ0N82,Orange SA,5.39%,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Orange-press_Logo.png/500px-Orange-press_Logo.png
IE00BKWQ0N82,Publicis Groupe SA,4.91%,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Wikirevue_n%C2%B015.pdf/page1-150px-Wikirevue_n%C2%B015.pdf.jpg
IE00BKWQ0N82,Vodafone Group Plc,4.06%,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Vodafone_logo_1997.png/250px-Vodafone_logo_1997.png
IE00BKWQ0N82,Telefónica SA,3.68%,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Telefonica_Vivo_Foundation_Logo.png/250px-Telefonica_Vivo_Foundation_Logo.png
IE00BKWQ0N82,Cellnex Telecom SA,3.65%,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Cellnex_Telecom_logo.svg/500px-Cellnex_Telecom_logo.svg.png
IE00BKWQ0N82,Royal KPN NV,3.60%,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/OJ_C_131_of_2016_-_ET_Estonian.pdf/page1-150px-OJ_C_131_of_2016_-_ET_Estonian.pdf.jpg
IE00BKWQ0N82,Swisscom,3.49%,https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Swisscom_Mobile_logo.svg/500px-Swisscom_Mobile_logo.svg.png
